consecutive_number,Clock points,No Damage,Top,Undercarriage,Unknown
510223,7,0,0,0,0
510224,12,0,0,0,0
510225,2,0,0,0,0
510226,3,0,0,0,0
510227,2,0,0,0,0
510228,7,0,0,0,0
510229,1,0,0,0,0
510230,12,0,1,0,0
510231,5,0,1,0,0
510232,9,0,0,0,0
510233,1,0,0,0,0
510234,5,0,0,0,0
510235,4,0,0,0,0
510236,3,0,0,0,0
510237,6,0,0,0,0
510238,8,0,0,0,0
510239,8,0,1,0,0
510240,3,0,0,0,0
510241,1,0,0,0,0
510242,12,0,1,0,0
510243,12,0,1,0,0
510244,1,0,0,0,0
510245,11,0,0,0,0
510246,12,0,1,0,0
510247,2,0,0,0,0
510248,9,0,0,0,0
510249,6,0,0,0,0
510250,14,0,0,0,0
510251,9,0,1,0,0
510252,8,0,0,0,0
510253,10,0,0,0,0
510254,12,0,1,0,0
510255,8,0,0,0,0
510256,12,0,0,0,0
510257,12,0,1,0,0
510258,10,0,1,0,0
510259,6,0,0,0,0
510260,9,0,0,0,0
510261,8,0,1,0,0
510262,17,0,1,0,0
510263,4,0,0,0,0
510264,1,0,0,0,0
510265,0,0,0,0,1
510266,3,0,0,0,0
510267,5,0,0,0,0
510268,12,0,1,0,0
510269,12,0,1,0,0
510270,12,0,1,0,0
510271,8,0,0,0,0
510272,7,0,0,0,0
510273,6,0,0,0,0
510274,11,0,0,0,0
510275,11,0,2,0,0
510276,8,0,0,0,0
510277,12,0,1,0,0
510278,14,0,0,0,0
510279,12,0,1,0,0
510280,12,1,1,0,0
510281,12,0,1,0,0
510282,7,0,0,0,0
510283,3,0,0,0,0
510284,3,0,0,0,0
510285,7,0,0,0,0
510286,7,0,0,0,0
510287,8,0,0,0,0
510288,16,0,1,0,0
510289,11,0,0,0,0
510290,5,0,0,0,0
510291,10,0,1,0,0
510292,13,0,1,0,0
510293,5,0,0,0,0
510294,7,0,1,0,0
510295,10,0,0,0,0
510296,8,0,0,0,0
510297,9,0,2,0,0
510298,16,0,1,0,0
510299,8,0,0,0,0
510300,12,0,0,0,0
510301,1,0,0,0,0
510302,20,0,1,0,0
510303,11,0,0,0,0
510304,18,0,0,0,0
510305,10,0,1,0,0
510306,8,0,0,0,0
510307,12,0,1,0,0
510308,12,0,1,0,0
510309,3,0,0,0,0
510310,10,0,0,0,0
510311,1,0,0,0,0
510312,18,0,1,0,0
510313,16,0,0,0,0
510314,6,0,0,0,0
510315,10,0,0,0,0
510316,12,0,1,0,0
510317,12,0,1,0,0
510318,12,0,1,0,0
510319,9,0,1,0,0
510320,2,0,0,0,0
510321,3,0,0,0,0
510322,0,1,0,0,0
510323,4,0,0,0,0
510324,11,0,1,0,0
510325,15,0,1,0,0
510326,9,0,0,0,0
510327,9,0,0,0,0
510328,5,0,0,0,0
510329,12,0,1,0,0
510330,2,0,0,0,0
510331,12,0,0,0,0
510332,3,0,0,0,0
510333,17,0,1,0,0
510334,1,0,0,0,0
510335,1,0,0,0,0
510336,1,0,0,0,0
510337,12,0,1,0,0
510338,1,0,0,0,0
510339,4,0,0,0,0
510340,6,0,0,0,0
510341,2,0,0,0,0
510342,7,0,0,0,0
510343,2,0,0,0,0
510344,5,0,0,0,0
510345,11,0,1,0,0
510346,3,0,0,0,0
510347,2,0,0,0,0
510348,7,0,1,0,0
510349,12,0,1,0,0
510350,2,0,0,0,0
510351,12,0,1,0,0
510352,10,0,0,0,0
510353,3,0,0,0,0
510354,10,0,0,0,0
510355,7,0,0,0,0
510356,7,0,1,0,0
510357,0,0,1,0,0
510358,5,0,0,0,0
510359,2,0,0,0,0
510360,7,0,0,0,0
510361,2,0,0,0,0
510362,9,0,0,0,0
510363,12,0,1,0,0
510364,8,0,2,0,0
510365,4,0,0,0,0
510366,6,0,0,0,0
510367,11,0,1,0,0
510368,23,0,1,0,0
510369,2,0,0,0,0
510370,12,0,0,0,0
510371,7,0,1,0,0
510372,12,0,1,0,0
510373,9,0,1,0,0
510374,8,0,0,0,0
510375,14,0,0,0,0
510376,7,0,0,0,0
510377,12,0,1,0,0
510378,6,0,1,0,0
510379,10,0,1,0,0
510380,10,0,0,0,0
510381,19,0,1,0,0
510382,4,0,0,0,0
510383,3,0,0,0,0
510384,10,0,0,0,0
510385,4,0,0,0,0
510386,9,0,1,0,0
510387,7,0,0,0,0
510388,6,0,0,0,0
510389,19,0,0,0,0
510390,9,0,0,0,0
510391,11,0,0,0,0
510392,7,0,0,0,0
510393,9,0,0,0,0
510394,12,0,1,0,0
510395,2,0,0,0,0
510396,1,0,0,0,0
510397,15,0,1,0,0
510398,8,0,0,0,0
510399,8,0,0,0,0
510400,18,0,0,0,0
510401,1,0,0,0,0
510402,5,0,0,0,0
510403,14,0,0,0,0
510404,1,0,0,0,0
510405,7,0,0,0,0
510406,15,0,0,0,0
510407,8,0,0,0,0
510408,10,0,0,0,0
510409,5,0,0,0,0
510410,51,0,0,0,0
510411,9,0,1,0,0
510412,4,0,0,0,0
510413,12,0,1,0,0
510414,12,0,1,0,0
510415,5,0,0,0,0
510416,3,0,0,0,0
510417,12,0,1,0,0
510418,12,0,1,0,0
510419,12,0,1,0,0
510420,4,0,0,0,0
510421,10,0,0,0,0
510422,24,0,1,0,0
510424,12,0,1,0,0
510425,4,0,0,1,0
510426,12,0,1,0,0
510427,12,0,0,0,0
510428,3,0,0,0,0
510429,12,0,1,0,0
510430,12,0,1,0,0
510431,1,0,0,0,0
510432,1,0,0,0,0
510433,1,0,0,0,0
510434,33,0,1,0,0
510435,5,0,0,0,0
510436,4,0,0,0,0
510437,8,0,0,0,0
510438,12,0,0,0,0
510439,3,0,0,0,0
510440,5,0,0,0,0
510441,3,0,0,0,0
510442,12,0,1,0,0
510443,6,0,0,0,0
510444,12,0,0,0,0
510445,1,0,0,0,0
510446,12,0,1,0,0
510447,12,0,0,0,0
510448,1,0,0,0,0
510449,8,0,0,0,0
510450,1,0,0,0,0
510451,12,0,0,0,0
510452,15,0,0,0,0
510453,1,0,0,0,0
510454,12,0,1,0,0
510455,6,0,1,0,0
510456,5,0,0,0,0
510457,10,0,1,0,0
510458,12,0,1,0,0
510459,6,0,0,0,0
510460,17,0,1,0,0
510461,4,0,1,0,0
510462,5,0,0,0,0
510463,1,0,0,0,0
510464,2,0,0,0,0
510465,12,0,0,0,0
510466,12,0,1,0,0
510467,3,0,0,0,0
510468,12,0,1,0,0
510469,12,0,1,0,0
510470,0,1,0,0,0
510471,9,0,1,0,0
510472,8,0,0,0,0
510473,1,0,0,0,0
510474,11,0,1,0,0
510475,11,0,0,0,0
510476,12,0,0,0,0
510477,0,1,0,0,0
510478,11,0,0,0,0
510479,2,0,0,0,0
510480,12,0,0,0,0
510481,7,0,1,0,0
510482,9,0,0,0,0
510483,6,0,0,0,0
510484,6,0,0,0,0
510485,2,0,0,0,0
510486,6,0,0,0,0
510487,1,0,0,0,0
510488,2,0,0,0,0
510489,2,0,0,0,0
510490,10,0,1,0,0
510491,2,0,0,0,0
510492,8,0,0,0,0
510493,16,0,0,0,0
510494,1,0,0,0,0
510495,1,0,0,0,0
510496,7,0,0,0,0
510497,12,0,1,0,0
510498,12,0,1,0,0
510499,6,0,0,0,0
510500,15,0,1,0,0
510501,6,0,0,0,0
510502,5,0,0,0,0
510503,12,0,0,0,0
510504,5,0,0,0,0
510505,1,0,0,0,0
510506,8,0,0,0,0
510507,6,0,0,0,0
510508,1,0,0,0,0
510510,0,1,0,0,0
510511,4,0,0,0,0
510512,17,0,2,0,0
510513,12,0,1,0,0
510514,5,0,0,0,0
510515,8,0,0,0,0
510516,4,0,0,0,0
510517,12,0,1,0,0
510518,5,0,0,0,0
510519,5,0,0,0,0
510520,8,0,0,0,0
510521,12,0,0,0,0
510522,12,0,0,0,0
510523,12,0,1,0,0
510524,1,0,0,0,0
510525,3,0,0,0,0
510526,1,0,0,0,0
510527,2,0,0,0,0
510528,12,0,0,0,0
510530,6,0,0,0,0
510531,17,0,1,0,0
510532,3,0,0,0,0
510533,6,0,1,0,0
510534,4,0,0,0,0
510535,5,0,0,0,0
510536,12,0,1,0,0
510537,9,0,1,0,0
510538,11,0,1,0,0
510539,9,0,1,0,0
510540,12,0,1,0,0
510541,6,0,0,0,0
510542,1,0,0,0,0
510543,14,0,1,0,0
510544,12,0,1,0,0
510545,12,0,1,0,0
510546,25,0,1,0,0
510547,0,0,0,0,1
510548,3,0,0,0,0
510549,6,0,0,0,0
510550,12,0,1,0,0
510551,0,1,0,0,0
510552,7,0,0,0,0
510553,20,0,2,0,0
510554,12,0,1,0,0
510555,2,0,0,0,0
510556,1,0,1,0,0
510557,12,0,1,0,0
510558,6,0,0,0,0
510559,12,0,1,0,0
510560,12,0,1,0,0
510561,12,0,1,0,0
510562,11,0,1,0,0
510563,6,0,0,0,0
510564,2,0,0,0,0
510565,14,0,1,0,0
510566,16,0,1,0,0
510567,12,0,1,0,0
510568,3,0,0,0,0
510569,12,0,1,0,0
510570,7,0,0,0,0
510571,1,0,0,0,0
510572,8,0,0,0,0
510573,12,0,1,0,0
510574,26,0,0,0,0
510575,9,0,1,0,0
510576,3,0,0,0,0
510577,20,0,1,0,0
510578,13,0,1,0,0
510579,3,0,0,0,0
510580,1,0,0,0,0
510581,12,0,1,0,0
510582,7,0,1,0,0
510583,1,0,1,0,0
510584,12,0,0,0,0
510585,3,0,1,0,0
510586,0,1,0,0,0
510587,1,0,0,0,0
510588,12,0,1,0,0
510589,7,0,0,0,0
510590,1,0,0,0,0
510591,7,0,1,0,0
510592,3,0,0,0,0
510593,15,0,0,0,0
510594,2,0,0,0,0
510595,10,0,0,0,0
510596,11,0,0,0,0
510597,1,0,0,0,0
510598,13,0,1,0,0
510599,11,0,1,0,0
510600,10,0,1,0,0
510601,2,1,0,0,0
510602,22,0,2,0,0
510603,12,0,1,0,0
510604,12,0,1,0,0
510605,7,0,0,0,0
510606,3,0,0,1,0
510607,2,0,0,0,0
510608,1,0,0,0,0
510609,24,0,0,0,0
510610,4,0,0,0,0
510611,6,0,0,0,0
510612,10,0,0,0,0
510613,10,0,1,0,0
510614,10,0,1,0,0
510615,7,0,0,0,0
510616,4,0,1,0,0
510617,9,0,1,0,0
510618,3,0,0,0,0
510619,5,0,0,0,0
510620,2,0,0,0,0
510621,12,0,1,0,0
510622,11,0,0,0,0
510623,12,0,1,0,0
510624,12,0,1,0,0
510625,10,0,0,0,0
510626,8,0,0,0,0
510627,24,0,1,0,0
510628,16,0,0,0,0
510629,12,0,1,0,0
510630,12,0,1,0,0
510631,14,0,1,0,0
510632,12,0,1,0,0
510633,5,0,0,0,0
510634,5,0,0,0,0
510635,3,0,0,0,0
510636,15,0,1,0,0
510637,14,0,1,0,0
510638,1,0,0,0,0
510639,2,0,0,0,0
510640,4,0,0,0,0
510641,12,0,0,0,0
510642,16,0,0,0,0
510644,22,0,1,0,0
510645,1,0,0,0,0
510646,12,0,1,0,0
510647,8,0,1,0,0
510648,9,0,0,0,0
510649,12,0,1,0,0
510650,12,0,1,0,0
510651,6,0,0,0,0
510652,26,0,1,0,0
510653,12,0,1,0,0
510654,1,0,0,0,0
510655,16,0,1,0,0
510656,8,0,0,0,0
510657,6,0,0,0,0
510658,4,0,1,0,0
510659,4,0,0,0,0
510660,13,0,0,0,0
510661,25,0,0,0,0
510662,13,0,0,0,0
510663,3,0,0,0,0
510664,1,0,0,0,0
510665,5,0,0,0,0
510666,2,0,0,0,0
510667,21,0,1,0,0
510668,14,0,2,0,0
510669,1,0,0,0,0
510670,2,0,0,0,0
510671,0,1,0,0,0
510672,2,0,0,0,0
510673,1,0,0,0,0
510674,7,0,0,0,0
510675,10,0,0,0,0
510676,1,0,0,0,0
510677,0,1,0,0,0
510678,9,0,1,0,0
510679,12,0,1,0,0
510680,7,0,1,0,0
510681,9,0,0,0,0
510682,12,0,1,0,0
510683,12,0,1,0,0
510684,1,0,0,0,0
510685,12,0,1,0,0
510686,3,0,0,0,0
510687,2,0,0,0,0
510688,12,0,1,0,0
510689,11,0,0,0,0
510690,0,0,0,0,1
510691,3,0,0,0,0
510692,12,0,1,0,0
510693,1,0,0,0,0
510694,3,0,0,0,0
510695,1,0,0,0,0
510696,11,0,0,0,0
510697,18,0,1,0,0
510698,5,0,0,0,0
510699,12,0,1,0,0
510700,13,0,1,0,0
510701,0,1,0,0,0
510702,4,0,0,0,0
510703,12,0,1,0,0
510704,3,0,0,0,0
510705,3,0,0,0,1
510706,1,0,0,0,0
510707,1,0,0,0,0
510708,7,0,0,0,0
510709,18,0,0,0,0
510710,2,0,0,0,0
510711,12,0,1,0,0
510712,6,0,0,0,0
510713,3,0,0,0,0
510714,5,0,0,0,0
530001,12,0,1,1,0
530002,12,0,0,1,0
530003,8,0,1,0,0
530004,0,0,0,0,1
530005,14,0,1,1,0
530006,12,0,1,1,0
530007,14,0,0,0,0
530008,12,0,1,1,0
530011,16,0,0,0,1
530012,12,0,1,1,0
530013,24,0,2,2,0
530014,8,0,0,0,0
530015,0,0,0,0,1
530016,2,0,0,0,0
530017,5,0,0,0,0
530018,13,0,0,0,0
530019,12,0,1,1,0
530020,2,0,0,0,0
530021,2,0,1,0,0
530022,2,0,0,0,0
530023,27,0,2,2,0
530024,12,0,1,1,0
530025,2,0,0,0,0
530026,12,0,1,1,0
530027,24,0,2,2,0
530028,3,0,0,0,0
530029,15,0,1,1,0
530030,9,0,1,0,0
530031,1,0,0,0,0
530033,8,0,0,0,0
530034,15,0,0,0,0
530035,2,0,0,0,0
530036,2,0,1,0,0
530037,9,0,0,0,0
530038,3,0,0,0,0
530039,4,0,0,0,0
530040,1,0,0,0,0
530041,6,0,0,0,0
530042,12,0,1,1,0
530043,21,0,0,0,0
530044,15,0,0,0,0
530045,5,0,0,0,0
530046,1,0,0,0,0
530047,3,0,0,0,0
530048,9,0,1,0,0
530049,0,0,0,0,1
530050,12,0,1,1,0
530051,1,0,0,0,0
530052,19,0,2,2,0
530053,4,0,0,0,0
530054,15,0,0,0,0
530055,10,0,0,0,0
530056,2,0,0,0,0
530057,9,0,0,0,0
530058,12,0,1,1,0
530060,5,0,0,1,0
530061,12,0,1,1,0
530062,12,0,1,1,0
530063,0,0,0,0,1
530064,10,0,0,0,0
530065,12,0,1,1,0
530066,3,0,0,0,0
530067,12,0,1,1,0
530068,12,0,1,1,0
530069,17,0,1,1,0
530070,24,0,2,2,0
530071,24,0,2,2,0
530072,16,0,0,0,0
530073,14,0,0,0,0
530074,4,0,0,0,0
530075,12,0,1,1,0
530076,14,0,1,1,0
530077,3,0,0,0,0
530078,3,0,0,1,0
530079,44,0,2,2,0
530080,5,0,0,0,0
530081,2,0,0,0,0
530082,16,0,0,0,0
530084,12,0,1,1,0
530085,5,0,0,0,0
530087,12,0,1,1,1
530088,2,0,0,0,0
530089,10,0,0,0,0
530090,3,0,0,0,0
530091,24,0,2,2,0
530092,12,0,1,1,0
530093,12,0,1,1,0
530094,19,0,0,0,0
530095,2,0,0,0,0
530096,12,0,1,1,0
530097,27,0,2,2,0
530098,5,0,0,0,1
530099,12,0,1,1,0
530100,12,0,1,1,0
530101,12,0,1,1,0
530102,11,0,0,1,0
530103,12,0,1,1,0
530104,12,0,1,1,0
530106,26,0,1,1,0
530107,11,0,0,0,0
530108,12,0,1,1,0
530109,12,0,1,1,0
530110,12,0,0,0,0
530111,5,0,0,0,0
530113,24,0,2,2,0
530114,20,0,0,0,0
530116,0,0,0,0,1
530117,25,0,1,2,0
530118,12,0,1,1,0
530119,12,0,1,1,0
530120,13,0,1,1,0
530121,1,0,0,0,0
530122,13,0,0,0,0
530123,4,0,0,0,0
530124,0,0,0,0,1
530125,12,0,1,1,0
530126,2,0,0,0,0
530127,12,0,1,1,0
530128,2,0,0,0,1
530129,3,0,0,0,0
530131,1,0,0,0,0
530132,18,0,0,0,0
530134,15,0,0,0,0
530135,12,0,1,1,0
530137,12,0,1,1,0
530138,12,0,1,1,0
530139,1,0,0,0,0
530140,12,0,1,1,0
530141,0,1,0,0,0
530142,4,0,0,0,0
530143,24,0,2,2,0
530146,10,0,0,0,0
530147,12,0,1,1,0
530148,13,0,1,2,0
530149,0,0,0,0,1
530150,2,0,0,0,0
530151,10,0,0,0,0
530152,12,0,1,1,0
530153,14,0,1,1,0
530154,5,0,0,0,0
530156,9,0,0,0,0
530158,12,0,1,1,0
530159,8,0,1,0,0
530160,8,0,0,0,0
530161,12,0,1,1,0
530162,12,0,1,1,0
530163,7,0,0,0,0
530164,12,0,1,1,0
530166,24,0,2,2,0
530167,9,0,0,0,0
530169,24,0,0,0,0
530170,5,0,0,0,0
530171,1,0,0,0,0
530172,12,0,1,1,0
530173,17,0,1,2,0
530174,12,0,1,1,0
530175,12,0,1,1,0
530176,16,0,0,0,0
530177,12,0,1,0,0
530178,3,0,0,0,0
530179,6,0,1,1,0
530180,34,0,1,1,0
530181,15,0,1,1,0
530182,1,0,0,0,0
530183,5,0,0,0,0
530184,12,0,1,1,0
530185,10,0,0,0,0
530186,12,0,1,1,0
530187,10,0,0,0,0
530188,12,0,1,1,0
530190,24,0,2,2,0
530191,10,0,0,0,0
530192,5,0,0,0,0
530193,14,0,1,1,0
530194,3,0,0,0,0
530195,10,0,0,0,0
530196,12,0,1,1,0
530197,14,0,1,1,0
530198,12,0,1,1,0
530199,2,0,0,0,0
530200,12,0,1,1,0
530201,12,0,1,1,0
530202,20,0,0,0,0
530203,12,0,1,1,0
530205,10,0,1,1,0
530206,0,0,0,0,1
530207,5,0,0,0,0
530209,9,0,0,0,0
530210,17,0,1,2,0
530211,12,0,1,1,0
530212,17,0,0,0,0
530214,12,0,0,0,0
530215,10,0,0,0,0
530216,12,0,1,1,0
530217,10,0,0,0,0
530218,88,0,7,7,0
530219,5,0,0,0,0
530220,9,0,0,0,0
530221,12,0,0,1,0
530222,7,0,0,0,0
530223,5,0,1,0,0
530224,0,1,0,0,0
530226,13,0,1,2,0
530227,12,0,1,1,1
530228,10,0,0,0,0
530229,12,0,1,1,0
530230,53,0,2,3,1
530232,12,0,1,1,0
530233,17,0,0,0,0
530234,10,0,0,0,0
530235,5,0,0,0,0
530236,2,0,0,0,0
530237,11,0,0,2,0
530238,12,0,1,1,0
530239,13,0,1,1,0
530241,23,0,1,2,0
530242,12,0,1,1,0
530244,12,0,1,1,0
530245,3,0,0,0,0
530246,1,0,0,0,0
530247,34,0,2,2,0
530248,13,0,0,0,0
530249,12,0,1,1,0
530250,24,0,1,1,0
530251,12,0,1,1,0
530252,17,0,1,1,0
530253,17,0,1,1,0
530254,17,0,1,1,0
530255,12,0,1,1,0
530256,10,0,0,0,0
530257,9,0,0,0,0
530258,12,0,1,1,0
530259,2,0,1,0,0
530260,12,0,1,0,0
530262,12,0,1,2,0
530265,12,0,1,1,0
530266,12,0,1,1,0
530267,12,0,1,1,0
530268,3,0,0,0,0
530269,12,0,1,1,0
530270,12,0,1,1,0
530271,1,0,1,0,0
530272,1,0,0,0,0
530273,21,0,1,2,0
530274,8,0,0,0,0
530275,3,0,0,0,0
530276,24,0,2,2,0
530277,11,0,0,0,0
530278,6,0,0,0,0
530279,2,0,0,0,1
530280,12,0,1,1,0
530281,10,0,1,0,0
530283,2,0,0,0,0
530284,12,0,1,1,0
530285,12,0,1,0,0
530286,15,0,1,1,0
530287,5,0,1,0,0
530288,8,0,0,1,0
530289,4,0,0,0,0
530290,12,0,1,1,0
530291,9,0,0,0,0
530292,12,0,1,1,0
530293,14,0,1,1,0
530294,3,0,0,0,0
530296,12,0,1,1,0
530297,16,0,1,1,0
530298,10,0,0,0,0
530300,9,0,0,0,0
530301,12,0,1,1,0
530302,12,0,1,1,0
530303,12,0,1,1,0
530304,12,0,1,0,0
530305,20,0,1,1,0
530306,1,0,0,0,1
530307,12,0,1,1,0
530310,21,0,1,1,0
530311,10,0,0,0,0
530312,2,0,0,0,0
530314,8,0,0,0,0
530315,0,0,0,0,1
530316,15,0,1,1,0
530318,16,0,0,0,0
530319,13,0,1,1,1
530320,8,0,1,0,0
530321,12,0,1,1,0
530322,1,0,0,0,0
530323,17,0,0,0,0
530324,9,0,1,0,0
530325,12,0,1,1,0
530326,10,0,0,0,0
530327,12,0,1,1,0
530328,6,0,0,0,0
530329,0,0,0,0,1
530330,3,0,0,0,0
530331,8,0,1,0,0
530332,2,0,0,0,0
530333,12,0,1,1,0
530334,8,0,0,0,0
530335,17,0,0,0,0
530337,0,0,0,0,1
530338,12,0,0,0,0
530339,22,0,1,1,0
530340,21,0,1,1,0
530341,12,0,1,1,0
530342,12,0,1,1,0
530343,12,0,1,1,0
530344,18,0,1,1,0
530345,0,0,0,0,1
530346,10,0,0,0,0
530347,3,0,0,0,0
530348,23,0,0,0,0
530349,12,0,1,1,0
530350,12,0,1,1,0
530351,9,0,0,0,0
530352,0,0,0,0,1
530353,11,0,0,0,0
530354,0,0,0,0,1
530356,12,0,1,1,0
530357,12,0,1,1,1
530358,0,0,0,1,0
530359,12,0,1,1,0
530360,14,0,0,0,0
530361,0,0,0,0,1
530362,0,0,0,0,1
530363,3,0,0,0,0
530364,2,0,0,0,0
530365,14,0,0,0,0
530366,1,0,0,0,0
530367,6,0,0,0,0
530368,5,0,0,0,0
530369,19,0,1,0,0
530370,3,0,0,0,0
530371,2,0,0,0,0
530372,6,0,0,0,1
530374,5,0,0,0,0
530375,12,0,1,1,0
530376,26,0,1,1,0
530377,2,0,0,0,0
530378,12,0,1,1,0
530379,15,0,1,1,0
530380,19,0,1,1,0
530381,5,0,0,0,0
530382,15,0,1,1,0
530383,12,0,1,1,1
530384,18,0,0,0,0
530385,2,0,0,0,0
530386,2,0,0,0,0
530387,14,0,1,1,0
530388,12,0,1,1,0
530389,4,0,0,0,0
530390,17,0,1,1,0
530391,3,0,0,1,0
530392,3,0,0,0,0
530393,1,0,1,0,0
530394,15,0,1,0,0
530395,12,0,1,1,0
530396,3,0,0,0,0
530397,24,0,2,2,0
530398,0,0,0,0,1
530399,10,0,0,0,0
530400,12,0,1,1,0
530401,6,0,0,0,0
530402,3,0,0,0,1
530403,12,0,1,1,0
530404,2,0,0,0,0
530405,5,0,0,0,0
530406,24,0,2,2,0
530407,24,0,2,2,0
530408,8,0,0,0,0
530409,12,0,1,1,0
530410,17,0,1,1,0
530411,12,0,1,1,0
530412,12,0,1,1,0
530413,20,0,2,2,0
530414,2,0,0,0,0
530415,12,0,1,1,0
530416,16,0,0,0,0
530418,9,0,0,0,0
530419,4,0,0,0,0
530420,12,0,0,0,0
530421,0,0,0,1,0
530422,0,0,0,0,1
530423,20,0,1,2,0
530424,7,0,0,0,0
530425,12,0,1,1,0
530426,9,0,1,0,0
530427,4,0,0,0,0
530428,4,0,0,0,0
530430,1,0,0,0,0
530431,18,0,0,3,0
530432,27,0,2,2,0
530433,12,0,1,1,0
530434,12,0,1,1,0
530435,12,0,1,1,0
530436,9,0,0,0,0
530437,7,0,0,0,0
530438,15,0,1,1,0
530439,4,0,0,0,0
530440,3,0,0,0,0
530442,1,0,0,0,0
530443,3,0,1,0,0
530444,3,0,0,0,0
530445,1,0,0,0,0
530446,12,0,1,1,0
530447,19,0,1,1,0
530448,3,0,0,0,0
530449,3,0,0,0,0
530450,5,0,0,0,0
530451,15,0,1,1,0
530452,16,0,0,0,0
530453,5,0,0,1,0
530454,18,0,2,2,0
530455,13,0,1,1,0
530456,12,0,1,1,0
530457,6,0,1,0,0
530458,10,0,1,0,0
530459,5,0,1,0,0
530460,12,0,1,1,0
530461,9,0,0,0,0
530462,12,0,1,1,0
530463,15,0,0,0,0
530464,12,0,1,1,0
530465,12,0,1,1,0
530466,3,0,0,0,0
530467,12,0,1,1,0
530468,19,0,0,0,0
530469,15,0,1,1,0
530470,9,0,1,1,0
530471,13,1,0,0,0
530473,24,0,2,2,0
530474,5,0,0,0,0
530475,8,0,0,0,0
530476,12,0,1,1,0
530477,1,0,0,0,0
530478,17,0,1,2,0
530479,7,0,0,0,0
530480,14,0,0,0,0
530481,12,0,1,1,0
530482,2,0,0,0,0
530483,6,0,0,0,0
530484,24,0,2,2,0
530485,12,0,1,1,0
530486,1,0,0,0,0
530489,19,0,0,0,0
530490,3,0,1,1,0
530491,12,0,1,1,0
530492,5,0,0,0,0
530493,17,0,1,2,0
530494,12,0,1,1,0
530496,5,0,1,0,0
530497,0,0,0,0,1
530498,10,0,0,0,0
530499,10,0,0,1,0
530500,4,0,0,0,0
530501,12,0,1,1,0
530503,9,0,0,0,0
530504,9,0,0,0,0
530505,12,0,1,1,0
530506,14,0,1,1,0
530507,2,0,0,0,0
530508,12,0,1,1,0
530509,12,0,1,0,0
530510,2,0,0,0,0
530511,12,0,1,1,0
530512,10,0,0,0,0
530513,15,0,1,1,1
530514,1,0,0,0,0
530515,29,0,2,2,0
530516,12,0,1,1,0
530517,12,0,1,1,0
530518,19,0,1,1,0
530519,10,0,0,0,0
530521,8,0,0,0,0
530524,1,0,0,0,0
540001,12,0,1,1,0
540002,12,0,1,0,0
540003,12,0,1,1,0
540004,3,0,0,0,0
540005,6,0,0,0,0
540006,2,0,0,0,0
540007,9,0,0,0,0
540008,7,0,0,0,0
540009,5,0,1,0,0
540010,1,0,0,0,0
540011,6,0,0,0,0
540012,2,0,0,0,0
540014,1,0,0,0,0
540016,7,0,1,0,0
540017,1,0,0,0,0
540018,5,0,0,0,0
540019,6,0,0,0,0
540020,12,0,1,0,0
540021,12,0,0,0,0
540022,16,0,1,1,0
540023,12,0,0,0,0
540024,17,0,1,2,0
540025,12,0,1,1,0
540026,7,0,1,0,0
540027,11,0,0,0,0
540028,3,0,1,0,0
540029,1,0,0,0,0
540030,12,0,1,0,0
540031,4,0,1,0,0
540032,18,0,1,1,0
540033,8,0,0,0,0
540034,7,0,0,0,0
540035,8,0,1,1,0
540036,9,0,0,0,0
540037,2,0,0,0,0
540038,8,0,0,0,0
540039,7,0,1,1,0
540040,12,0,1,1,0
540041,24,0,2,2,0
540042,8,0,0,0,0
540043,9,0,0,0,0
540044,10,0,0,0,0
540045,12,0,1,1,0
540046,3,0,0,0,0
540047,15,0,1,1,0
540048,7,0,1,2,0
540049,6,0,0,0,0
540050,10,0,1,1,0
540051,12,0,1,1,0
540052,3,0,1,0,0
540053,1,0,1,0,0
540054,4,0,0,0,0
540055,11,0,1,0,0
540056,3,0,1,1,0
540057,12,0,0,0,0
540058,12,0,1,0,0
540059,3,0,0,1,0
540060,12,0,1,0,0
540061,12,0,1,1,0
540062,8,0,1,2,0
540063,0,0,0,0,1
540064,0,0,0,0,1
540065,12,0,1,1,0
540066,2,0,0,0,0
540067,16,0,1,1,0
540068,11,0,1,1,0
540069,9,0,0,0,0
540070,12,0,1,1,0
540071,7,0,0,0,0
540072,12,0,1,1,0
540073,1,0,0,0,0
540074,3,0,0,0,0
540075,8,0,1,1,0
540076,3,0,1,0,0
540077,12,0,1,1,0
540078,5,0,0,0,0
540079,6,0,0,0,0
540080,4,0,0,0,0
540081,6,0,0,0,0
540082,8,0,1,0,0
540083,12,0,1,0,0
540084,2,0,0,1,0
540085,24,0,0,0,0
540086,12,0,1,1,0
540087,5,0,0,0,0
540088,12,0,1,0,0
540089,1,0,1,0,0
540090,2,0,0,0,0
540091,12,0,1,0,0
540092,7,0,0,0,0
540093,3,0,0,0,0
540094,0,0,0,0,1
540095,12,0,1,1,0
540096,0,0,0,0,1
540097,6,0,0,0,0
540098,12,0,1,0,0
540099,12,0,0,0,0
540100,10,0,0,0,0
540101,15,0,1,1,0
540102,1,0,0,0,1
540103,4,0,0,0,0
540104,0,0,0,0,1
540105,8,0,0,0,0
540106,28,0,1,2,0
540107,1,0,0,0,0
540108,6,0,0,0,0
540109,4,0,1,1,0
540110,17,0,0,0,0
540111,2,0,0,0,0
540112,7,0,0,0,0
540113,0,1,0,0,0
540114,12,0,1,1,0
